PropName,BladeName,Family,B,D,P,P_D,J,N,CT,CP,eta,D_ft,A_sqft,N_rps,SLT_lbf,SLP_hp,DL_psf,Vtip_fps,Vtip_mach,CT_hov,CT_sig,CP_i,P_i,FM
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5990,4996,0.0211,0.02280,0.5560,0.8333,0.5454,83.27,1.2999,0.5567,2.3834,218.0,0.1982,0.0211,0.2115,0.0022,33.47,0.1093
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6270,4996,0.0149,0.01940,0.4830,0.8333,0.5454,83.27,0.9180,0.4737,1.6830,218.0,0.1982,0.0149,0.1494,0.0013,19.86,0.0762
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6570,4996,0.0085,0.01590,0.3530,0.8333,0.5454,83.27,0.5237,0.3882,0.9601,218.0,0.1982,0.0085,0.0852,0.0006,8.56,0.0401
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6840,4996,0.0023,0.01250,0.1230,0.8333,0.5454,83.27,0.1417,0.3052,0.2598,218.0,0.1982,0.0023,0.0231,0.0001,1.20,0.0072
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.7110,4996,,0.00890,n/a,0.8333,0.5454,83.27,n/a,0.2173,n/a,218.0,0.1982,n/a,n/a,n/a,n/a,n/a
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0920,6030,0.1009,0.04310,0.2140,0.8333,0.5454,100.50,9.0556,1.8504,16.6031,263.1,0.2392,0.1009,1.0114,0.0227,615.43,0.6047
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1210,6030,0.0988,0.04350,0.2750,0.8333,0.5454,100.50,8.8671,1.8676,16.2576,263.1,0.2392,0.0988,0.9904,0.0220,596.32,0.5805
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1440,6030,0.0969,0.04360,0.3190,0.8333,0.5454,100.50,8.6966,1.8719,15.9449,263.1,0.2392,0.0969,0.9713,0.0213,579.20,0.5626
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1650,6030,0.0951,0.04390,0.3580,0.8333,0.5454,100.50,8.5351,1.8848,15.6487,263.1,0.2392,0.0951,0.9533,0.0207,563.14,0.5432
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1910,6030,0.0925,0.04400,0.4030,0.8333,0.5454,100.50,8.3017,1.8891,15.2209,263.1,0.2392,0.0925,0.9272,0.0199,540.20,0.5199
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2140,6030,0.0901,0.04400,0.4380,0.8333,0.5454,100.50,8.0863,1.8891,14.8260,263.1,0.2392,0.0901,0.9031,0.0191,519.31,0.4998
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2390,6030,0.0875,0.04400,0.4740,0.8333,0.5454,100.50,7.8530,1.8891,14.3981,263.1,0.2392,0.0875,0.8771,0.0183,497.00,0.4783
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2600,6030,0.0849,0.04400,0.5020,0.8333,0.5454,100.50,7.6196,1.8891,13.9703,263.1,0.2392,0.0849,0.8510,0.0175,475.01,0.4572
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2860,6030,0.0818,0.04390,0.5340,0.8333,0.5454,100.50,7.3414,1.8848,13.4602,263.1,0.2392,0.0818,0.8200,0.0165,449.23,0.4334
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3110,6030,0.0788,0.04370,0.5600,0.8333,0.5454,100.50,7.0722,1.8762,12.9666,263.1,0.2392,0.0788,0.7899,0.0156,424.75,0.4116
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3300,6030,0.0762,0.04350,0.5780,0.8333,0.5454,100.50,6.8388,1.8676,12.5387,263.1,0.2392,0.0762,0.7638,0.0149,403.90,0.3932
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3530,6030,0.0730,0.04300,0.6000,0.8333,0.5454,100.50,6.5516,1.8461,12.0122,263.1,0.2392,0.0730,0.7317,0.0139,378.73,0.3730
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3800,6030,0.0687,0.04220,0.6200,0.8333,0.5454,100.50,6.1657,1.8118,11.3046,263.1,0.2392,0.0687,0.6886,0.0127,345.76,0.3470
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4050,6030,0.0647,0.04120,0.6360,0.8333,0.5454,100.50,5.8067,1.7689,10.6464,263.1,0.2392,0.0647,0.6485,0.0116,316.01,0.3248
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4260,6030,0.0612,0.04020,0.6500,0.8333,0.5454,100.50,5.4926,1.7259,10.0705,263.1,0.2392,0.0612,0.6135,0.0107,290.72,0.3063
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4490,6030,0.0572,0.03890,0.6600,0.8333,0.5454,100.50,5.1336,1.6701,9.4123,263.1,0.2392,0.0572,0.5734,0.0097,262.69,0.2860
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4720,6030,0.0533,0.03750,0.6700,0.8333,0.5454,100.50,4.7836,1.6100,8.7705,263.1,0.2392,0.0533,0.5343,0.0087,236.28,0.2668
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4030,6019,0.0648,0.04120,0.6330,0.8333,0.5454,100.32,5.7945,1.7592,10.6240,262.6,0.2388,0.0648,0.6495,0.0117,315.01,0.3256
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4270,6019,0.0611,0.04010,0.6500,0.8333,0.5454,100.32,5.4636,1.7122,10.0174,262.6,0.2388,0.0611,0.6125,0.0107,288.42,0.3063
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4510,6019,0.0571,0.03890,0.6610,0.8333,0.5454,100.32,5.1059,1.6610,9.3616,262.6,0.2388,0.0571,0.5724,0.0096,260.57,0.2852
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4730,6019,0.0529,0.03730,0.6700,0.8333,0.5454,100.32,4.7304,1.5927,8.6730,262.6,0.2388,0.0529,0.5303,0.0086,232.35,0.2653
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4950,6019,0.0492,0.03610,0.6750,0.8333,0.5454,100.32,4.3995,1.5414,8.0664,262.6,0.2388,0.0492,0.4932,0.0077,208.41,0.2458
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5230,6019,0.0427,0.03320,0.6720,0.8333,0.5454,100.32,3.8183,1.4176,7.0007,262.6,0.2388,0.0427,0.4280,0.0062,168.50,0.2161
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5430,6019,0.0385,0.03130,0.6690,0.8333,0.5454,100.32,3.4427,1.3365,6.3121,262.6,0.2388,0.0385,0.3859,0.0053,144.26,0.1963
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5660,6019,0.0333,0.02880,0.6560,0.8333,0.5454,100.32,2.9777,1.2297,5.4596,262.6,0.2388,0.0333,0.3338,0.0043,116.05,0.1716
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5960,6019,0.0266,0.02540,0.6240,0.8333,0.5454,100.32,2.3786,1.0846,4.3611,262.6,0.2388,0.0266,0.2666,0.0031,82.85,0.1389
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6170,6019,0.0219,0.02310,0.5870,0.8333,0.5454,100.32,1.9583,0.9863,3.5905,262.6,0.2388,0.0219,0.2195,0.0023,61.89,0.1141
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6450,6019,0.0154,0.01960,0.5070,0.8333,0.5454,100.32,1.3771,0.8369,2.5248,262.6,0.2388,0.0154,0.1544,0.0014,36.50,0.0793
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6630,6019,0.0122,0.01770,0.4560,0.8333,0.5454,100.32,1.0909,0.7558,2.0002,262.6,0.2388,0.0122,0.1223,0.0010,25.73,0.0619
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6920,6019,0.0053,0.01380,0.2680,0.8333,0.5454,100.32,0.4739,0.5892,0.8689,262.6,0.2388,0.0053,0.0531,0.0003,7.37,0.0227
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.7160,6019,0.0000,0.01050,0.0020,0.8333,0.5454,100.32,0.0000,0.4483,0.0000,262.6,0.2388,0.0000,0.0000,0.0000,0.00,0.0000
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.7410,6019,,0.00690,n/a,0.8333,0.5454,100.32,n/a,0.2946,n/a,262.6,0.2388,n/a,n/a,n/a,n/a,n/a
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0850,6490,0.1015,0.04290,0.2010,0.8333,0.5454,108.17,10.5523,2.2963,19.3473,283.2,0.2574,0.1015,1.0174,0.0229,774.15,0.6129
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1090,6490,0.1000,0.04330,0.2510,0.8333,0.5454,108.17,10.3963,2.3178,19.0613,283.2,0.2574,0.1000,1.0024,0.0224,757.05,0.5939
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1320,6490,0.0981,0.04350,0.2970,0.8333,0.5454,108.17,10.1988,2.3285,18.6992,283.2,0.2574,0.0981,0.9833,0.0217,735.58,0.5744
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1550,6490,0.0963,0.04360,0.3420,0.8333,0.5454,108.17,10.0117,2.3338,18.3561,283.2,0.2574,0.0963,0.9653,0.0211,715.43,0.5574
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1760,6490,0.0941,0.04380,0.3790,0.8333,0.5454,108.17,9.7830,2.3445,17.9367,283.2,0.2574,0.0941,0.9432,0.0204,691.05,0.5359
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.1980,6490,0.0922,0.04390,0.4160,0.8333,0.5454,108.17,9.5854,2.3499,17.5746,283.2,0.2574,0.0922,0.9242,0.0198,670.23,0.5186
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2220,6490,0.0898,0.04400,0.4530,0.8333,0.5454,108.17,9.3359,2.3552,17.1171,283.2,0.2574,0.0898,0.9001,0.0190,644.23,0.4973
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2450,6490,0.0872,0.04400,0.4850,0.8333,0.5454,108.17,9.0656,2.3552,16.6215,283.2,0.2574,0.0872,0.8741,0.0182,616.45,0.4759
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2660,6490,0.0848,0.04400,0.5140,0.8333,0.5454,108.17,8.8161,2.3552,16.1640,283.2,0.2574,0.0848,0.8500,0.0175,591.18,0.4564
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.2860,6490,0.0824,0.04370,0.5390,0.8333,0.5454,108.17,8.5666,2.3392,15.7065,283.2,0.2574,0.0824,0.8260,0.0167,566.26,0.4401
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3110,6490,0.0792,0.04360,0.5650,0.8333,0.5454,108.17,8.2339,2.3338,15.0966,283.2,0.2574,0.0792,0.7939,0.0158,533.60,0.4157
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3330,6490,0.0763,0.04330,0.5870,0.8333,0.5454,108.17,7.9324,2.3178,14.5438,283.2,0.2574,0.0763,0.7648,0.0149,504.56,0.3958
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3510,6490,0.0738,0.04290,0.6030,0.8333,0.5454,108.17,7.6725,2.2963,14.0673,283.2,0.2574,0.0738,0.7398,0.0142,479.97,0.3800
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3760,6490,0.0701,0.04220,0.6240,0.8333,0.5454,108.17,7.2878,2.2589,13.3620,283.2,0.2574,0.0701,0.7027,0.0131,444.33,0.3576
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3940,6490,0.0675,0.04170,0.6370,0.8333,0.5454,108.17,7.0175,2.2321,12.8664,283.2,0.2574,0.0675,0.6766,0.0124,419.84,0.3420
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4140,6490,0.0643,0.04090,0.6500,0.8333,0.5454,108.17,6.6849,2.1893,12.2564,283.2,0.2574,0.0643,0.6445,0.0115,390.34,0.3242
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4360,6490,0.0608,0.04000,0.6630,0.8333,0.5454,108.17,6.3210,2.1411,11.5893,283.2,0.2574,0.0608,0.6095,0.0106,358.91,0.3048
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3730,6519,0.0707,0.04240,0.6210,0.8333,0.5454,108.65,7.4161,2.3001,13.5971,284.4,0.2586,0.0707,0.7087,0.0133,456.10,0.3605
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.3950,6519,0.0673,0.04180,0.6370,0.8333,0.5454,108.65,7.0594,2.2676,12.9432,284.4,0.2586,0.0673,0.6746,0.0123,423.60,0.3396
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4150,6519,0.0639,0.04080,0.6510,0.8333,0.5454,108.65,6.7028,2.2133,12.2893,284.4,0.2586,0.0639,0.6405,0.0114,391.91,0.3219
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4370,6519,0.0603,0.03970,0.6620,0.8333,0.5454,108.65,6.3251,2.1537,11.5969,284.4,0.2586,0.0603,0.6044,0.0105,359.26,0.3033
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4560,6519,0.0573,0.03890,0.6720,0.8333,0.5454,108.65,6.0105,2.1103,11.0200,284.4,0.2586,0.0573,0.5744,0.0097,332.79,0.2867
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.4820,6519,0.0527,0.03720,0.6820,0.8333,0.5454,108.65,5.5279,2.0180,10.1353,284.4,0.2586,0.0527,0.5283,0.0086,293.53,0.2645
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5030,6519,0.0485,0.03560,0.6860,0.8333,0.5454,108.65,5.0874,1.9313,9.3276,284.4,0.2586,0.0485,0.4862,0.0076,259.15,0.2440
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5230,6519,0.0447,0.03390,0.6890,0.8333,0.5454,108.65,4.6888,1.8390,8.5967,284.4,0.2586,0.0447,0.4481,0.0067,229.30,0.2267
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5480,6519,0.0390,0.03140,0.6810,0.8333,0.5454,108.65,4.0909,1.7034,7.5005,284.4,0.2586,0.0390,0.3909,0.0054,186.87,0.1995
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5670,6519,0.0346,0.02930,0.6700,0.8333,0.5454,108.65,3.6294,1.5895,6.6543,284.4,0.2586,0.0346,0.3468,0.0046,156.15,0.1786
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.5910,6519,0.0291,0.02650,0.6490,0.8333,0.5454,108.65,3.0524,1.4376,5.5965,284.4,0.2586,0.0291,0.2917,0.0035,120.44,0.1523
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6110,6519,0.0249,0.02450,0.6200,0.8333,0.5454,108.65,2.6119,1.3291,4.7888,284.4,0.2586,0.0249,0.2496,0.0028,95.33,0.1304
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6350,6519,0.0199,0.02190,0.5770,0.8333,0.5454,108.65,2.0874,1.1880,3.8272,284.4,0.2586,0.0199,0.1995,0.0020,68.11,0.1042
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6590,6519,0.0151,0.01930,0.5150,0.8333,0.5454,108.65,1.5839,1.0470,2.9040,284.4,0.2586,0.0151,0.1514,0.0013,45.02,0.0782
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.6830,6519,0.0095,0.01630,0.3990,0.8333,0.5454,108.65,0.9965,0.8843,1.8270,284.4,0.2586,0.0095,0.0952,0.0007,22.47,0.0462
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.7000,6519,0.0062,0.01420,0.3070,0.8333,0.5454,108.65,0.6503,0.7703,1.1924,284.4,0.2586,0.0062,0.0621,0.0003,11.84,0.0280
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.7220,6519,0.0013,0.01100,0.0820,0.8333,0.5454,108.65,0.1364,0.5967,0.2500,284.4,0.2586,0.0013,0.0130,0.0000,1.14,0.0035
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.7470,6519,,0.00720,n/a,0.8333,0.5454,108.65,n/a,0.3906,n/a,284.4,0.2586,n/a,n/a,n/a,n/a,n/a
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,2207,0.0938,0.04580,0.0000,0.8333,0.5454,36.78,1.1277,0.0964,2.0676,96.3,0.0875,0.0938,0.9402,0.0203,27.05,0.5101
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,2462,0.0960,0.04470,0.0000,0.8333,0.5454,41.03,1.4363,0.1306,2.6334,107.4,0.0977,0.0960,0.9623,0.0210,38.87,0.5411
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,2782,0.0984,0.04410,0.0000,0.8333,0.5454,46.37,1.8798,0.1859,3.4465,121.4,0.1104,0.0984,0.9863,0.0218,58.20,0.5692
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,3077,0.0989,0.04330,0.0000,0.8333,0.5454,51.28,2.3112,0.2470,4.2376,134.3,0.1221,0.0989,0.9914,0.0220,79.35,0.5841
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,3359,0.1007,0.04330,0.0000,0.8333,0.5454,55.98,2.8044,0.3213,5.1418,146.6,0.1332,0.1007,1.0094,0.0226,106.06,0.6001
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,3634,0.1013,0.04300,0.0000,0.8333,0.5454,60.57,3.3020,0.4041,6.0540,158.6,0.1441,0.1013,1.0154,0.0228,135.51,0.6097
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,3921,0.1023,0.04300,0.0000,0.8333,0.5454,65.35,3.8820,0.5076,7.1176,171.1,0.1555,0.1023,1.0254,0.0231,172.74,0.6188
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,4220,0.1020,0.04250,0.0000,0.8333,0.5454,70.33,4.4835,0.6254,8.2203,184.1,0.1674,0.1020,1.0224,0.0230,214.40,0.6233
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,4515,0.1026,0.04250,0.0000,0.8333,0.5454,75.25,5.1624,0.7660,9.4651,197.0,0.1791,0.1026,1.0284,0.0232,264.90,0.6288
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,4799,0.1030,0.04240,0.0000,0.8333,0.5454,79.98,5.8550,0.9176,10.7350,209.4,0.1904,0.1030,1.0325,0.0234,319.96,0.6340
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,5071,0.1031,0.04230,0.0000,0.8333,0.5454,84.52,6.5439,1.0801,11.9980,221.3,0.2011,0.1031,1.0335,0.0234,378.06,0.6364
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,5356,0.1031,0.04210,0.0000,0.8333,0.5454,89.27,7.3001,1.2666,13.3845,233.7,0.2125,0.1031,1.0335,0.0234,445.45,0.6394
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,5657,0.1030,0.04200,0.0000,0.8333,0.5454,94.28,8.1358,1.4889,14.9167,246.8,0.2244,0.1030,1.0325,0.0234,524.09,0.6400
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,5922,0.1035,0.04210,0.0000,0.8333,0.5454,98.70,8.9592,1.7121,16.4264,258.4,0.2349,0.1035,1.0375,0.0235,605.63,0.6431
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,6213,0.1032,0.04190,0.0000,0.8333,0.5454,103.55,9.8327,1.9677,18.0279,271.1,0.2464,0.1032,1.0345,0.0234,696.33,0.6434
magf 10.0x6.0 - 2,magf 10.0x6.0,magf,2,10.00,6.00,0.6000,0.0000,6505,0.1028,0.04170,0.0000,0.8333,0.5454,108.42,10.7369,2.2476,19.6857,283.8,0.2580,0.1028,1.0305,0.0233,794.55,0.6427
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1890,3005,0.1157,0.06360,0.3450,0.8333,0.5454,50.08,2.5788,0.3379,4.7281,131.1,0.1192,0.1157,1.1598,0.0278,93.52,0.5032
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2400,3005,0.1105,0.06410,0.4130,0.8333,0.5454,50.08,2.4629,0.3406,4.5156,131.1,0.1192,0.1105,1.1076,0.0260,87.29,0.4660
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2850,3005,0.1053,0.06450,0.4640,0.8333,0.5454,50.08,2.3470,0.3427,4.3031,131.1,0.1192,0.1053,1.0555,0.0242,81.20,0.4308
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3400,3005,0.0975,0.06410,0.5170,0.8333,0.5454,50.08,2.1731,0.3406,3.9844,131.1,0.1192,0.0975,0.9773,0.0215,72.35,0.3862
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3850,3005,0.0904,0.06300,0.5530,0.8333,0.5454,50.08,2.0149,0.3347,3.6942,131.1,0.1192,0.0904,0.9062,0.0192,64.59,0.3508
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4300,3005,0.0825,0.06090,0.5820,0.8333,0.5454,50.08,1.8388,0.3236,3.3714,131.1,0.1192,0.0825,0.8270,0.0168,56.31,0.3164
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4690,3005,0.0757,0.05880,0.6040,0.8333,0.5454,50.08,1.6872,0.3124,3.0935,131.1,0.1192,0.0757,0.7588,0.0147,49.50,0.2880
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5240,3005,0.0649,0.05440,0.6260,0.8333,0.5454,50.08,1.4465,0.2891,2.6521,131.1,0.1192,0.0649,0.6505,0.0117,39.29,0.2471
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5680,3005,0.0571,0.05060,0.6400,0.8333,0.5454,50.08,1.2727,0.2689,2.3334,131.1,0.1192,0.0571,0.5724,0.0096,32.42,0.2193
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6250,3005,0.0451,0.04420,0.6380,0.8333,0.5454,50.08,1.0052,0.2349,1.8430,131.1,0.1192,0.0451,0.4521,0.0068,22.76,0.1762
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6560,3005,0.0394,0.04080,0.6340,0.8333,0.5454,50.08,0.8782,0.2168,1.6101,131.1,0.1192,0.0394,0.3949,0.0055,18.59,0.1559
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7110,3005,0.0274,0.03270,0.5940,0.8333,0.5454,50.08,0.6107,0.1738,1.1197,131.1,0.1192,0.0274,0.2747,0.0032,10.78,0.1128
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7630,3005,0.0166,0.02520,0.5010,0.8333,0.5454,50.08,0.3700,0.1339,0.6784,131.1,0.1192,0.0166,0.1664,0.0015,5.08,0.0690
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8100,3005,0.0067,0.01820,0.2960,0.8333,0.5454,50.08,0.1493,0.0967,0.2738,131.1,0.1192,0.0067,0.0672,0.0004,1.30,0.0245
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8580,3005,,0.01140,n/a,0.8333,0.5454,50.08,n/a,0.0606,n/a,131.1,0.1192,n/a,n/a,n/a,n/a,n/a
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1430,3989,0.1205,0.06120,0.2830,0.8333,0.5454,66.48,4.7327,0.7607,8.6772,174.1,0.1582,0.1205,1.2079,0.0296,232.52,0.5558
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1800,3989,0.1182,0.06210,0.3430,0.8333,0.5454,66.48,4.6423,0.7718,8.5116,174.1,0.1582,0.1182,1.1848,0.0287,225.90,0.5321
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2170,3989,0.1148,0.06270,0.3980,0.8333,0.5454,66.48,4.5088,0.7793,8.2667,174.1,0.1582,0.1148,1.1507,0.0275,216.22,0.5045
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2500,3989,0.1121,0.06320,0.4430,0.8333,0.5454,66.48,4.4028,0.7855,8.0723,174.1,0.1582,0.1121,1.1237,0.0265,208.64,0.4829
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2920,3989,0.1076,0.06350,0.4940,0.8333,0.5454,66.48,4.2260,0.7892,7.7483,174.1,0.1582,0.1076,1.0786,0.0250,196.20,0.4520
