PropName,BladeName,Family,B,D,P,P_D,J,N,CT,CP,eta,D_ft,A_sqft,N_rps,SLT_lbf,SLP_hp,DL_psf,Vtip_fps,Vtip_mach,CT_hov,CT_sig,CP_i,P_i,FM
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3270,3989,0.1034,0.06360,0.5310,0.8333,0.5454,66.48,4.0611,0.7905,7.4458,174.1,0.1582,0.1034,1.0365,0.0235,184.83,0.4251
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3620,3989,0.0991,0.06350,0.5650,0.8333,0.5454,66.48,3.8922,0.7892,7.1362,174.1,0.1582,0.0991,0.9934,0.0221,173.42,0.3995
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3950,3989,0.0943,0.06300,0.5910,0.8333,0.5454,66.48,3.7037,0.7830,6.7905,174.1,0.1582,0.0943,0.9452,0.0205,160.97,0.3738
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4290,3989,0.0891,0.06200,0.6170,0.8333,0.5454,66.48,3.4994,0.7706,6.4161,174.1,0.1582,0.0891,0.8931,0.0188,147.84,0.3488
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4630,3989,0.0837,0.06090,0.6370,0.8333,0.5454,66.48,3.2873,0.7569,6.0272,174.1,0.1582,0.0837,0.8390,0.0171,134.61,0.3233
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4940,3989,0.0777,0.05880,0.6530,0.8333,0.5454,66.48,3.0517,0.7308,5.5952,174.1,0.1582,0.0777,0.7789,0.0153,120.40,0.2995
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5350,3989,0.0708,0.05660,0.6690,0.8333,0.5454,66.48,2.7807,0.7035,5.0983,174.1,0.1582,0.0708,0.7097,0.0133,104.72,0.2707
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5720,3989,0.0627,0.05280,0.6790,0.8333,0.5454,66.48,2.4626,0.6563,4.5150,174.1,0.1582,0.0627,0.6285,0.0111,87.27,0.2418
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6030,3989,0.0568,0.05000,0.6850,0.8333,0.5454,66.48,2.2308,0.6215,4.0902,174.1,0.1582,0.0568,0.5694,0.0096,75.25,0.2202
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6430,3989,0.0484,0.04530,0.6870,0.8333,0.5454,66.48,1.9009,0.5630,3.4853,174.1,0.1582,0.0484,0.4852,0.0075,59.19,0.1911
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6780,3989,0.0406,0.04080,0.6740,0.8333,0.5454,66.48,1.5946,0.5071,2.9236,174.1,0.1582,0.0406,0.4070,0.0058,45.47,0.1630
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7130,3989,0.0326,0.03570,0.6520,0.8333,0.5454,66.48,1.2804,0.4437,2.3475,174.1,0.1582,0.0326,0.3268,0.0042,32.72,0.1341
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6010,3998,0.0568,0.05000,0.6820,0.8333,0.5454,66.63,2.2409,0.6257,4.1086,174.4,0.1586,0.0568,0.5694,0.0096,75.76,0.2202
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6440,3998,0.0480,0.04510,0.6850,0.8333,0.5454,66.63,1.8937,0.5644,3.4721,174.4,0.1586,0.0480,0.4811,0.0074,58.85,0.1896
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6840,3998,0.0388,0.03960,0.6690,0.8333,0.5454,66.63,1.5308,0.4955,2.8066,174.4,0.1586,0.0388,0.3889,0.0054,42.77,0.1569
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7140,3998,0.0323,0.03540,0.6510,0.8333,0.5454,66.63,1.2743,0.4430,2.3364,174.4,0.1586,0.0323,0.3238,0.0041,32.49,0.1333
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7470,3998,0.0251,0.03070,0.6110,0.8333,0.5454,66.63,0.9903,0.3842,1.8156,174.4,0.1586,0.0251,0.2516,0.0028,22.26,0.1053
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7810,3998,0.0171,0.02560,0.5200,0.8333,0.5454,66.63,0.6746,0.3203,1.2369,174.4,0.1586,0.0171,0.1714,0.0016,12.51,0.0710
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8200,3998,0.0089,0.02000,0.3660,0.8333,0.5454,66.63,0.3511,0.2503,0.6438,174.4,0.1586,0.0089,0.0892,0.0006,4.70,0.0341
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8550,3998,0.0009,0.01410,0.0560,0.8333,0.5454,66.63,0.0355,0.1764,0.0651,174.4,0.1586,0.0009,0.0090,0.0000,0.15,0.0016
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8990,3998,,0.00640,n/a,0.8333,0.5454,66.63,n/a,0.0801,n/a,174.4,0.1586,n/a,n/a,n/a,n/a,n/a
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1150,4994,0.1203,0.05950,0.2330,0.8333,0.5454,83.23,7.4055,1.4511,13.5777,217.9,0.1981,0.1203,1.2059,0.0295,455.13,0.5702
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1440,4994,0.1189,0.06010,0.2850,0.8333,0.5454,83.23,7.3193,1.4658,13.4197,217.9,0.1981,0.1189,1.1918,0.0290,447.21,0.5547
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1710,4994,0.1183,0.06100,0.3320,0.8333,0.5454,83.23,7.2824,1.4877,13.3520,217.9,0.1981,0.1183,1.1858,0.0288,443.83,0.5424
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2020,4994,0.1165,0.06180,0.3800,0.8333,0.5454,83.23,7.1716,1.5072,13.1488,217.9,0.1981,0.1165,1.1678,0.0281,433.74,0.5232
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2290,4994,0.1143,0.06210,0.4210,0.8333,0.5454,83.23,7.0361,1.5145,12.9005,217.9,0.1981,0.1143,1.1457,0.0273,421.51,0.5060
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2590,4994,0.1116,0.06260,0.4620,0.8333,0.5454,83.23,6.8699,1.5267,12.5958,217.9,0.1981,0.1116,1.1187,0.0264,406.66,0.4843
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2880,4994,0.1086,0.06260,0.4990,0.8333,0.5454,83.23,6.6853,1.5267,12.2572,217.9,0.1981,0.1086,1.0886,0.0253,390.37,0.4649
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3190,4994,0.1058,0.06310,0.5340,0.8333,0.5454,83.23,6.5129,1.5389,11.9412,217.9,0.1981,0.1058,1.0605,0.0243,375.38,0.4435
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3470,4994,0.1028,0.06310,0.5650,0.8333,0.5454,83.23,6.3282,1.5389,11.6026,217.9,0.1981,0.1028,1.0305,0.0233,359.52,0.4248
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3750,4994,0.0990,0.06290,0.5900,0.8333,0.5454,83.23,6.0943,1.5341,11.1737,217.9,0.1981,0.0990,0.9924,0.0220,339.77,0.4027
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4030,4994,0.0953,0.06260,0.6140,0.8333,0.5454,83.23,5.8665,1.5267,10.7561,217.9,0.1981,0.0953,0.9553,0.0208,320.91,0.3822
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4310,4994,0.0916,0.06220,0.6340,0.8333,0.5454,83.23,5.6388,1.5170,10.3385,217.9,0.1981,0.0916,0.9182,0.0196,302.40,0.3624
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4550,4994,0.0884,0.06170,0.6510,0.8333,0.5454,83.23,5.4418,1.5048,9.9773,217.9,0.1981,0.0884,0.8861,0.0186,286.69,0.3464
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4840,4994,0.0834,0.06040,0.6680,0.8333,0.5454,83.23,5.1340,1.4731,9.4130,217.9,0.1981,0.0834,0.8360,0.0170,262.72,0.3243
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5090,4994,0.0795,0.05930,0.6820,0.8333,0.5454,83.23,4.8939,1.4463,8.9728,217.9,0.1981,0.0795,0.7969,0.0159,244.51,0.3074
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5410,4994,0.0737,0.05720,0.6970,0.8333,0.5454,83.23,4.5369,1.3950,8.3182,217.9,0.1981,0.0737,0.7388,0.0141,218.24,0.2844
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5720,4994,0.0683,0.05520,0.7080,0.8333,0.5454,83.23,4.2044,1.3463,7.7087,217.9,0.1981,0.0683,0.6846,0.0126,194.70,0.2630
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4860,5003,0.0830,0.06040,0.6680,0.8333,0.5454,83.38,5.1278,1.4811,9.4016,218.3,0.1985,0.0830,0.8320,0.0169,262.24,0.3219
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5140,5003,0.0784,0.05880,0.6850,0.8333,0.5454,83.38,4.8436,1.4418,8.8806,218.3,0.1985,0.0784,0.7859,0.0155,240.74,0.3036
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5390,5003,0.0743,0.05750,0.6970,0.8333,0.5454,83.38,4.5903,1.4100,8.4162,218.3,0.1985,0.0743,0.7448,0.0143,222.11,0.2864
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5690,5003,0.0686,0.05520,0.7070,0.8333,0.5454,83.38,4.2382,1.3536,7.7705,218.3,0.1985,0.0686,0.6876,0.0127,197.05,0.2647
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5940,5003,0.0638,0.05310,0.7140,0.8333,0.5454,83.38,3.9416,1.3021,7.2268,218.3,0.1985,0.0638,0.6395,0.0114,176.73,0.2468
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6270,5003,0.0572,0.04990,0.7180,0.8333,0.5454,83.38,3.5339,1.2236,6.4792,218.3,0.1985,0.0572,0.5734,0.0097,150.03,0.2229
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6480,5003,0.0527,0.04750,0.7190,0.8333,0.5454,83.38,3.2558,1.1647,5.9695,218.3,0.1985,0.0527,0.5283,0.0086,132.68,0.2071
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6840,5003,0.0443,0.04270,0.7110,0.8333,0.5454,83.38,2.7369,1.0470,5.0180,218.3,0.1985,0.0443,0.4441,0.0066,102.26,0.1776
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7120,5003,0.0381,0.03880,0.6990,0.8333,0.5454,83.38,2.3538,0.9514,4.3157,218.3,0.1985,0.0381,0.3819,0.0053,81.56,0.1559
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7460,5003,0.0306,0.03410,0.6680,0.8333,0.5454,83.38,1.8905,0.8362,3.4661,218.3,0.1985,0.0306,0.3067,0.0038,58.70,0.1276
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7750,5003,0.0235,0.02950,0.6190,0.8333,0.5454,83.38,1.4518,0.7234,2.6619,218.3,0.1985,0.0235,0.2356,0.0025,39.51,0.0993
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8030,5003,0.0170,0.02540,0.5380,0.8333,0.5454,83.38,1.0503,0.6228,1.9256,218.3,0.1985,0.0170,0.1704,0.0016,24.31,0.0710
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8310,5003,0.0105,0.02090,0.4160,0.8333,0.5454,83.38,0.6487,0.5125,1.1894,218.3,0.1985,0.0105,0.1053,0.0008,11.80,0.0419
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8590,5003,0.0042,0.01630,0.2230,0.8333,0.5454,83.38,0.2595,0.3997,0.4757,218.3,0.1985,0.0042,0.0421,0.0002,2.99,0.0136
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8890,5003,,0.01090,n/a,0.8333,0.5454,83.38,n/a,0.2673,n/a,218.3,0.1985,n/a,n/a,n/a,n/a,n/a
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.9170,5003,,0.00570,n/a,0.8333,0.5454,83.38,n/a,0.1398,n/a,218.3,0.1985,n/a,n/a,n/a,n/a,n/a
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0960,5969,0.1195,0.05830,0.1970,0.8333,0.5454,99.48,10.5090,2.4278,19.2679,260.4,0.2368,0.1195,1.1979,0.0292,769.39,0.5762
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1210,5969,0.1190,0.05900,0.2440,0.8333,0.5454,99.48,10.4651,2.4570,19.1873,260.4,0.2368,0.1190,1.1928,0.0290,764.57,0.5658
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1430,5969,0.1180,0.05950,0.2840,0.8333,0.5454,99.48,10.3771,2.4778,19.0261,260.4,0.2368,0.1180,1.1828,0.0287,754.95,0.5540
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1670,5969,0.1171,0.06010,0.3260,0.8333,0.5454,99.48,10.2980,2.5028,18.8810,260.4,0.2368,0.1171,1.1738,0.0283,746.33,0.5422
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.1910,5969,0.1162,0.06070,0.3650,0.8333,0.5454,99.48,10.2188,2.5278,18.7358,260.4,0.2368,0.1162,1.1648,0.0280,737.74,0.5306
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2170,5969,0.1150,0.06140,0.4070,0.8333,0.5454,99.48,10.1133,2.5569,18.5424,260.4,0.2368,0.1150,1.1527,0.0276,726.35,0.5165
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2410,5969,0.1132,0.06170,0.4420,0.8333,0.5454,99.48,9.9550,2.5694,18.2521,260.4,0.2368,0.1132,1.1347,0.0269,709.36,0.5020
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2660,5969,0.1111,0.06210,0.4760,0.8333,0.5454,99.48,9.7703,2.5861,17.9135,260.4,0.2368,0.1111,1.1137,0.0262,689.71,0.4849
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.2910,5969,0.1093,0.06250,0.5080,0.8333,0.5454,99.48,9.6120,2.6027,17.6233,260.4,0.2368,0.1093,1.0956,0.0256,673.02,0.4701
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3110,5969,0.1068,0.06240,0.5330,0.8333,0.5454,99.48,9.3922,2.5986,17.2202,260.4,0.2368,0.1068,1.0705,0.0247,650.06,0.4548
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3390,5969,0.1042,0.06260,0.5640,0.8333,0.5454,99.48,9.1635,2.6069,16.8010,260.4,0.2368,0.1042,1.0445,0.0238,626.47,0.4369
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3620,5969,0.1015,0.06260,0.5870,0.8333,0.5454,99.48,8.9261,2.6069,16.3656,260.4,0.2368,0.1015,1.0174,0.0229,602.28,0.4201
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.3830,5969,0.0988,0.06230,0.6070,0.8333,0.5454,99.48,8.6886,2.5944,15.9303,260.4,0.2368,0.0988,0.9904,0.0220,578.40,0.4054
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4060,5969,0.0961,0.06220,0.6270,0.8333,0.5454,99.48,8.4512,2.5902,15.4950,260.4,0.2368,0.0961,0.9633,0.0211,554.86,0.3895
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4290,5969,0.0929,0.06180,0.6450,0.8333,0.5454,99.48,8.1698,2.5736,14.9790,260.4,0.2368,0.0929,0.9312,0.0200,527.38,0.3726
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4530,5969,0.0897,0.06130,0.6620,0.8333,0.5454,99.48,7.8884,2.5528,14.4630,260.4,0.2368,0.0897,0.8991,0.0190,500.36,0.3564
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4760,5969,0.0863,0.06070,0.6780,0.8333,0.5454,99.48,7.5894,2.5278,13.9148,260.4,0.2368,0.0863,0.8651,0.0179,472.19,0.3396
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4060,6007,0.0955,0.06190,0.6270,0.8333,0.5454,100.12,8.5057,2.6273,15.5949,262.1,0.2383,0.0955,0.9573,0.0209,560.23,0.3877
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4330,6007,0.0922,0.06160,0.6480,0.8333,0.5454,100.12,8.2118,2.6146,15.0560,262.1,0.2383,0.0922,0.9242,0.0198,531.45,0.3696
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4570,6007,0.0890,0.06120,0.6650,0.8333,0.5454,100.12,7.9268,2.5976,14.5335,262.1,0.2383,0.0890,0.8921,0.0188,504.02,0.3528
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.4770,6007,0.0862,0.06060,0.6780,0.8333,0.5454,100.12,7.6774,2.5721,14.0762,262.1,0.2383,0.0862,0.8641,0.0179,480.42,0.3396
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5000,6007,0.0828,0.05990,0.6910,0.8333,0.5454,100.12,7.3746,2.5424,13.5210,262.1,0.2383,0.0828,0.8300,0.0168,452.28,0.3234
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5220,6007,0.0790,0.05860,0.7030,0.8333,0.5454,100.12,7.0361,2.4872,12.9005,262.1,0.2383,0.0790,0.7919,0.0157,421.51,0.3081
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5440,6007,0.0759,0.05770,0.7150,0.8333,0.5454,100.12,6.7600,2.4490,12.3943,262.1,0.2383,0.0759,0.7608,0.0148,396.94,0.2947
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5670,6007,0.0721,0.05630,0.7260,0.8333,0.5454,100.12,6.4216,2.3896,11.7737,262.1,0.2383,0.0721,0.7227,0.0137,367.51,0.2796
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.5930,6007,0.0672,0.05430,0.7340,0.8333,0.5454,100.12,5.9852,2.3047,10.9736,262.1,0.2383,0.0672,0.6736,0.0123,330.69,0.2609
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6160,6007,0.0633,0.05250,0.7420,0.8333,0.5454,100.12,5.6378,2.2283,10.3367,262.1,0.2383,0.0633,0.6345,0.0113,302.32,0.2467
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6410,6007,0.0585,0.05030,0.7460,0.8333,0.5454,100.12,5.2103,2.1349,9.5529,262.1,0.2383,0.0585,0.5864,0.0100,268.60,0.2287
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6680,6007,0.0530,0.04740,0.7470,0.8333,0.5454,100.12,4.7204,2.0119,8.6548,262.1,0.2383,0.0530,0.5313,0.0086,231.62,0.2093
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.6890,6007,0.0486,0.04490,0.7460,0.8333,0.5454,100.12,4.3286,1.9057,7.9363,262.1,0.2383,0.0486,0.4872,0.0076,203.38,0.1940
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7150,6007,0.0423,0.04130,0.7330,0.8333,0.5454,100.12,3.7674,1.7529,6.9075,262.1,0.2383,0.0423,0.4240,0.0062,165.15,0.1713
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7370,6007,0.0379,0.03850,0.7240,0.8333,0.5454,100.12,3.3756,1.6341,6.1890,262.1,0.2383,0.0379,0.3799,0.0052,140.06,0.1558
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7640,6007,0.0313,0.03440,0.6960,0.8333,0.5454,100.12,2.7877,1.4601,5.1112,262.1,0.2383,0.0313,0.3137,0.0039,105.12,0.1309
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.7830,6007,0.0273,0.03180,0.6710,0.8333,0.5454,100.12,2.4315,1.3497,4.4580,262.1,0.2383,0.0273,0.2737,0.0032,85.63,0.1153
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8060,6007,0.0222,0.02860,0.6250,0.8333,0.5454,100.12,1.9772,1.2139,3.6252,262.1,0.2383,0.0222,0.2225,0.0023,62.79,0.0940
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8290,6007,0.0168,0.02510,0.5550,0.8333,0.5454,100.12,1.4963,1.0654,2.7434,262.1,0.2383,0.0168,0.1684,0.0015,41.34,0.0705
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8580,6007,0.0094,0.01980,0.4090,0.8333,0.5454,100.12,0.8372,0.8404,1.5350,262.1,0.2383,0.0094,0.0942,0.0006,17.30,0.0374
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.8820,6007,0.0035,0.01530,0.2010,0.8333,0.5454,100.12,0.3117,0.6494,0.5715,262.1,0.2383,0.0035,0.0351,0.0001,3.93,0.0110
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.9060,6007,,0.01070,n/a,0.8333,0.5454,100.12,n/a,0.4542,n/a,262.1,0.2383,n/a,n/a,n/a,n/a,n/a
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.9290,6007,,0.00600,n/a,0.8333,0.5454,100.12,n/a,0.2547,n/a,262.1,0.2383,n/a,n/a,n/a,n/a,n/a
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,1971,0.1202,0.06220,0.0000,0.8333,0.5454,32.85,1.1526,0.0933,2.1132,86.0,0.0782,0.1202,1.2049,0.0295,27.95,0.5448
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,2285,0.1252,0.06130,0.0000,0.8333,0.5454,38.08,1.6135,0.1432,2.9583,99.7,0.0906,0.1252,1.2550,0.0313,46.29,0.5877
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,2575,0.1268,0.06060,0.0000,0.8333,0.5454,42.92,2.0752,0.2026,3.8049,112.4,0.1021,0.1268,1.2710,0.0319,67.52,0.6059
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,2866,0.1265,0.05960,0.0000,0.8333,0.5454,47.77,2.5647,0.2747,4.7023,125.1,0.1137,0.1265,1.2680,0.0318,92.76,0.6139
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,3165,0.1254,0.05910,0.0000,0.8333,0.5454,52.75,3.1005,0.3669,5.6847,138.1,0.1255,0.1254,1.2570,0.0314,123.30,0.6110
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,3463,0.1255,0.05880,0.0000,0.8333,0.5454,57.72,3.7148,0.4782,6.8110,151.1,0.1374,0.1255,1.2580,0.0314,161.70,0.6149
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,3732,0.1237,0.05770,0.0000,0.8333,0.5454,62.20,4.2525,0.5873,7.7968,162.8,0.1480,0.1237,1.2400,0.0308,198.05,0.6131
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,4028,0.1233,0.05750,0.0000,0.8333,0.5454,67.13,4.9378,0.7358,9.0533,175.8,0.1598,0.1233,1.2359,0.0306,247.80,0.6123
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,4300,0.1225,0.05710,0.0000,0.8333,0.5454,71.67,5.5907,0.8890,10.2503,187.6,0.1706,0.1225,1.2279,0.0303,298.54,0.6106
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,4582,0.1223,0.05700,0.0000,0.8333,0.5454,76.37,6.3376,1.0737,11.6199,199.9,0.1818,0.1223,1.2259,0.0302,360.33,0.6102
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,4897,0.1219,0.05690,0.0000,0.8333,0.5454,81.62,7.2153,1.3084,13.2290,213.7,0.1942,0.1219,1.2219,0.0301,437.71,0.6082
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,5189,0.1222,0.05700,0.0000,0.8333,0.5454,86.48,8.1214,1.5595,14.8903,226.4,0.2058,0.1222,1.2249,0.0302,522.70,0.6094
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,5477,0.1217,0.05670,0.0000,0.8333,0.5454,91.28,9.0109,1.8241,16.5211,239.0,0.2173,0.1217,1.2199,0.0300,610.88,0.6089
magf 10.0x8.0 - 2,magf 10.0x8.0,magf,2,10.00,8.00,0.8000,0.0000,5727,0.1217,0.05680,0.0000,0.8333,0.5454,95.45,9.8523,2.0892,18.0638,249.9,0.2272,0.1217,1.2199,0.0300,698.41,0.6078
